Nummer	lastpage	startdate
822	6	2014-12-04T11:31:55
823	6	2014-12-04T11:42:00
824	0	2014-12-04T11:46:15
825	6	2014-12-04T11:56:43
826	6	2014-12-04T11:56:43
827	6	2014-12-04T12:45:54
828	1	2014-12-04T12:46:27
829	6	2014-12-04T12:54:53
830	6	2014-12-04T12:56:29
831	6	2014-12-04T13:00:19
832	6	2014-12-04T13:00:59
833	5	2014-12-04T13:01:06
834	6	2014-12-04T13:04:17
835	6	2014-12-04T13:06:24
836	6	2014-12-04T13:08:30
837	6	2014-12-04T13:08:30
838	6	2014-12-04T13:21:59
839	6	2014-12-04T13:25:17
840	6	2014-12-04T13:25:17
841	6	2014-12-04T13:30:12
842	6	2014-12-04T13:32:44
843	6	2014-12-04T13:35:29
844	6	2014-12-04T13:46:21
845	0	2014-12-04T13:49:11
846	6	2014-12-04T13:54:01
847	6	2014-12-04T13:54:11
848	3	2014-12-04T14:00:12
849	2	2014-12-04T14:01:00
850	6	2014-12-04T14:02:21
851	1	2014-12-04T14:06:00
852	1	2014-12-04T14:10:16
853	5	2014-12-04T14:11:50
854	6	2014-12-04T14:35:33
855	6	2014-12-04T14:35:33
856	1	2014-12-04T14:37:59
857	6	2014-12-04T14:40:19
858	6	2014-12-04T14:40:46
859	6	2014-12-04T14:42:55
860	6	2014-12-04T14:42:55
861	2	2014-12-04T14:46:52
862	6	2014-12-04T14:53:38
863	6	2014-12-04T14:53:38
864	6	2014-12-04T15:09:50
865	6	2014-12-04T15:13:41
866	6	2014-12-04T15:17:01
867	6	2014-12-04T15:19:57
868	6	2014-12-04T15:21:27
869	6	2014-12-04T15:26:58
870	6	2014-12-04T15:27:26
871	6	2014-12-04T15:35:43
872	6	2014-12-04T15:39:13
873	6	2014-12-04T15:41:08
874	6	2014-12-04T15:47:02
875	6	2014-12-04T15:57:39
876	6	2014-12-04T16:01:12
877	6	2014-12-04T16:02:57
878	6	2014-12-04T16:04:32
879	3	2014-12-04T16:09:44
880	6	2014-12-04T16:12:52
881	6	2014-12-04T16:17:13
882	6	2014-12-04T16:21:15
883	1	2014-12-04T16:22:53
884	6	2014-12-04T16:25:42
885	6	2014-12-04T16:27:23
886	6	2014-12-04T16:30:53
887	6	2014-12-04T16:32:27
888	6	2014-12-04T16:37:37
889	6	2014-12-04T16:39:33
890	6	2014-12-04T16:39:43
891	6	2014-12-04T16:40:31
892	6	2014-12-04T16:43:51
893	6	2014-12-04T16:43:51
894	6	2014-12-04T16:45:44
895	6	2014-12-04T16:49:06
896	6	2014-12-04T16:57:19
897	5	2014-12-04T17:00:43
898	6	2014-12-04T17:04:53
899	0	2014-12-04T17:06:45
900	0	2014-12-04T17:12:16
901	6	2014-12-04T17:14:28
902	6	2014-12-04T17:20:29
903	6	2014-12-04T17:26:27
904	6	2014-12-04T17:40:53
905	1	2014-12-04T17:45:37
906	6	2014-12-04T18:08:18
907	6	2014-12-04T18:10:43
908	6	2014-12-04T18:10:43
909	3	2014-12-04T18:12:49
910	6	2014-12-04T18:13:02
911	6	2014-12-04T18:13:07
912	6	2014-12-04T18:16:02
913	6	2014-12-04T18:16:02
914	6	2014-12-04T18:19:33
915	6	2014-12-04T18:22:38
916	6	2014-12-04T18:29:41
917	6	2014-12-04T18:30:17
918	6	2014-12-04T18:30:17
919	6	2014-12-04T18:32:57
920	6	2014-12-04T18:37:33
921	6	2014-12-04T18:44:20
922	6	2014-12-04T18:45:33
923	6	2014-12-04T18:51:44
924	1	2014-12-04T18:52:47
925	6	2014-12-04T18:57:28
926	6	2014-12-04T18:57:28
927	6	2014-12-04T19:17:59
928	6	2014-12-04T19:18:07
929	6	2014-12-04T19:18:19
930	6	2014-12-04T19:18:19
931	6	2014-12-04T19:19:48
932	2	2014-12-04T19:25:25
933	6	2014-12-04T19:26:40
934	6	2014-12-04T19:37:18
935	6	2014-12-04T19:33:14
936	6	2014-12-04T19:33:19
937	6	2014-12-04T19:40:39
938	6	2014-12-04T19:41:27
939	6	2014-12-04T19:41:31
940	6	2014-12-04T19:50:00
941	6	2014-12-04T19:50:00
942	6	2014-12-04T19:51:59
943	6	2014-12-04T19:51:59
944	6	2014-12-04T19:55:31
945	4	2014-12-04T19:58:44
946	6	2014-12-04T20:07:44
947	0	2014-12-04T20:07:57
948	1	2014-12-04T20:15:04
949	5	2014-12-04T20:16:11
950	6	2014-12-04T20:27:55
951	6	2014-12-04T20:28:25
952	6	2014-12-04T20:33:26
953	6	2014-12-04T20:36:54
954	6	2014-12-04T20:45:47
955	1	2014-12-04T20:50:20
956	6	2014-12-04T21:03:17
957	6	2014-12-04T21:17:35
958	6	2014-12-04T21:48:36
959	6	2014-12-04T21:49:25
960	6	2014-12-04T22:13:00
961	6	2014-12-04T21:53:48
962	6	2014-12-04T21:53:48
963	6	2014-12-04T21:55:08
964	6	2014-12-04T21:58:43
965	1	2014-12-04T22:25:58
966	6	2014-12-04T22:27:48
967	0	2014-12-04T22:28:35
968	6	2014-12-04T22:35:06
969	6	2014-12-04T22:35:27
970	6	2014-12-04T22:46:11
971	6	2014-12-04T23:43:06
972	6	2014-12-04T23:49:10
973	5	2014-12-04T23:51:05
974	3	2014-12-04T23:52:07
975	3	2014-12-04T23:52:07
976	5	2014-12-05T00:00:39
977	0	2014-12-05T00:04:22
978	0	2014-12-05T00:04:22
979	6	2014-12-05T00:09:55
980	6	2014-12-05T00:15:10
981	6	2014-12-05T00:40:44
982	6	2014-12-05T01:25:42
983	0	2014-12-05T02:03:49
984	0	2014-12-05T02:03:49
985	6	2014-12-05T02:06:18
986	6	2014-12-05T02:34:47
987	6	2014-12-05T02:51:53
988	6	2014-12-05T04:15:32
989	6	2014-12-05T04:16:31
990	6	2014-12-05T04:16:31
991	6	2014-12-05T04:16:31
992	6	2014-12-05T04:16:31
993	2	2014-12-05T07:14:06
994	6	2014-12-05T09:43:13
995	6	2014-12-05T11:26:44
996	6	2014-12-05T12:17:08
997	6	2014-12-05T12:42:52
998	6	2014-12-05T12:49:00
999	6	2014-12-05T12:55:14
1000	6	2014-12-05T13:00:13
1001	6	2014-12-05T13:05:17
1002	6	2014-12-05T13:09:57
1003	6	2014-12-05T13:50:00
1004	2	2014-12-05T14:15:52
1005	2	2014-12-05T14:15:52
1006	6	2014-12-05T14:16:11
1007	6	2014-12-05T14:21:20
1008	6	2014-12-05T14:22:16
1009	1	2014-12-05T14:24:41
1010	1	2014-12-05T14:24:41
1011	6	2014-12-05T14:29:44
1012	6	2014-12-05T14:44:37
1013	2	2014-12-05T14:50:35
1014	5	2014-12-05T14:54:47
1015	6	2014-12-05T15:34:37
1016	6	2014-12-05T15:39:03
1017	1	2014-12-05T15:55:48
1018	5	2014-12-05T16:16:16
1019	6	2014-12-05T16:58:29
1020	6	2014-12-05T17:13:23
1021	5	2014-12-05T17:13:38
1022	5	2014-12-05T17:13:38
1023	5	2014-12-05T17:13:38
1024	6	2014-12-05T17:23:13
1025	6	2014-12-05T18:04:49
1026	6	2014-12-05T18:20:37
1027	6	2014-12-05T18:21:36
1028	1	2014-12-05T18:29:16
1029	5	2014-12-05T18:51:37
1030	1	2014-12-05T19:10:19
1031	6	2014-12-05T19:38:58
1032	6	2014-12-05T19:49:11
1033	1	2014-12-05T19:57:18
1034	6	2014-12-05T20:05:06
1035	6	2014-12-05T21:28:28
1036	6	2014-12-05T21:28:28
1037	2	2014-12-05T21:48:56
1038	6	2014-12-05T21:51:08
1039	6	2014-12-05T21:51:22
1040	6	2014-12-05T22:43:39
1041	6	2014-12-05T22:45:45
1042	6	2014-12-05T22:50:33
1043	0	2014-12-05T23:17:18
1044	0	2014-12-05T23:19:36
1045	6	2014-12-05T23:21:40
1046	6	2014-12-05T23:29:56
1047	2	2014-12-05T23:35:20
1048	6	2014-12-05T23:39:12
1049	5	2014-12-05T23:50:18
1050	6	2014-12-05T23:43:12
1051	6	2014-12-05T23:43:26
1052	6	2014-12-05T23:44:07
1053	6	2014-12-05T23:50:02
1054	6	2014-12-06T00:05:49
1055	6	2014-12-06T00:30:09
1056	6	2014-12-06T00:47:41
1057	6	2014-12-06T00:51:56
1058	6	2014-12-06T02:31:59
1059	6	2014-12-06T02:39:56
1060	6	2014-12-06T08:39:04
1061	1	2014-12-06T04:19:13
1062	6	2014-12-06T09:20:55
1063	0	2014-12-06T10:21:06
1064	0	2014-12-06T10:21:06
1065	1	2014-12-06T10:28:45
1066	6	2014-12-06T10:33:01
1067	6	2014-12-06T10:59:41
1068	2	2014-12-06T11:37:28
1069	5	2014-12-06T11:58:35
1070	6	2014-12-06T12:01:12
1071	6	2014-12-06T12:40:05
1072	6	2014-12-06T12:41:58
1073	6	2014-12-06T13:00:47
1074	6	2014-12-06T13:07:14
1075	6	2014-12-06T13:35:44
1076	6	2014-12-06T13:59:01
1077	0	2014-12-06T15:56:35
1078	6	2014-12-06T16:11:06
1079	6	2014-12-06T16:12:03
1080	6	2014-12-06T16:25:56
1081	6	2014-12-06T16:44:52
1082	6	2014-12-06T17:24:28
1083	1	2014-12-06T17:47:35
1084	1	2014-12-06T17:47:35
1085	6	2014-12-06T17:48:41
1086	6	2014-12-06T17:48:41
1087	6	2014-12-06T17:55:06
1088	5	2014-12-06T18:04:04
1089	6	2014-12-06T18:19:14
1090	1	2014-12-06T18:28:38
1091	6	2014-12-06T18:46:49
1092	6	2014-12-06T18:47:11
1093	6	2014-12-06T18:56:28
1094	6	2014-12-06T19:06:50
1095	5	2014-12-06T19:10:58
1096	6	2014-12-06T19:15:39
1097	6	2014-12-06T19:33:58
1098	5	2014-12-06T19:40:45
1099	6	2014-12-06T19:44:25
1100	5	2014-12-06T20:24:54
1101	6	2014-12-06T20:04:58
1102	6	2014-12-06T20:04:58
1103	6	2014-12-06T20:15:31
1104	6	2014-12-06T21:00:14
1105	0	2014-12-06T21:24:02
1106	6	2014-12-06T21:26:05
1107	6	2014-12-06T21:56:28
1108	6	2014-12-06T22:57:30
1109	0	2014-12-06T23:29:29
1110	6	2014-12-06T23:40:30
1111	1	2014-12-07T00:01:34
1112	6	2014-12-07T00:06:41
1113	1	2014-12-07T00:27:40
1114	6	2014-12-07T00:41:47
1115	5	2014-12-07T00:42:06
1116	6	2014-12-07T00:56:50
1117	6	2014-12-07T00:57:02
1118	4	2014-12-07T00:59:12
1119	6	2014-12-07T01:00:39
1120	6	2014-12-07T01:20:48
1121	6	2014-12-07T01:33:15
1122	6	2014-12-07T01:39:09
1123	6	2014-12-07T02:51:58
1124	6	2014-12-07T02:51:58
1125	0	2014-12-07T02:52:38
1126	0	2014-12-07T02:52:38
1127	6	2014-12-07T02:55:55
1128	6	2014-12-07T02:57:17
1129	6	2014-12-07T03:44:47
1130	6	2014-12-07T04:07:45
1131	6	2014-12-07T04:07:45
1132	1	2014-12-07T04:31:53
1133	6	2014-12-07T05:25:50
1134	6	2014-12-07T05:45:00
1135	6	2014-12-07T07:15:01
1136	6	2014-12-07T07:41:23
1137	6	2014-12-07T07:52:36
1138	2	2014-12-07T08:12:44
1139	6	2014-12-07T08:54:40
1140	6	2014-12-07T09:05:33
1141	6	2014-12-07T09:29:02
1142	2	2014-12-07T09:30:35
1143	6	2014-12-07T10:49:23
1144	6	2014-12-07T10:49:23
1145	6	2014-12-07T11:11:25
1146	4	2014-12-07T11:14:40
1147	6	2014-12-07T11:20:39
1148	0	2014-12-07T12:09:15
1149	6	2014-12-07T12:14:53
1150	6	2014-12-07T12:18:44
1151	6	2014-12-07T12:32:50
1152	6	2014-12-07T12:55:13
1153	5	2014-12-07T12:38:23
1154	0	2014-12-07T12:48:14
1155	6	2014-12-07T12:51:04
1156	6	2014-12-07T13:03:36
1157	6	2014-12-07T13:04:59
1158	5	2014-12-07T13:19:58
1159	6	2014-12-07T13:40:57
1160	0	2014-12-07T13:34:39
1161	6	2014-12-07T13:36:32
1162	6	2014-12-07T13:54:18
1163	2	2014-12-07T13:45:04
1164	6	2014-12-07T13:57:44
1165	6	2014-12-07T13:48:02
1166	5	2014-12-07T13:59:04
1167	0	2014-12-07T14:23:31
1168	0	2014-12-07T14:23:31
1169	0	2014-12-07T14:27:19
1170	0	2014-12-07T14:27:35
1171	6	2014-12-07T14:29:54
1172	6	2014-12-07T14:37:17
1173	6	2014-12-07T14:39:29
1174	6	2014-12-07T14:47:49
1175	0	2014-12-07T14:47:49
1176	2	2014-12-07T15:06:39
1177	6	2014-12-07T15:07:34
1178	6	2014-12-07T15:11:22
1179	3	2014-12-07T15:14:22
1180	2	2014-12-07T15:23:05
1181	1	2014-12-07T15:26:39
1182	6	2014-12-07T15:34:03
1183	6	2014-12-07T15:40:05
1184	2	2014-12-07T16:24:22
1185	6	2014-12-07T15:53:36
1186	1	2014-12-07T16:23:03
1187	4	2014-12-07T16:03:03
1188	1	2014-12-07T16:33:12
1189	6	2014-12-07T16:41:48
1190	6	2014-12-07T16:46:33
1191	6	2014-12-07T16:47:29
1192	1	2014-12-07T16:50:23
1193	6	2014-12-07T17:03:22
1194	1	2014-12-07T17:08:07
1195	2	2014-12-07T17:16:14
1196	6	2014-12-07T17:32:05
1197	1	2014-12-07T17:32:19
1198	6	2014-12-07T17:35:39
1199	6	2014-12-07T17:41:29
1200	6	2014-12-07T17:44:36
1201	6	2014-12-07T17:46:26
1202	6	2014-12-07T18:04:24
1203	6	2014-12-07T18:04:24
1204	6	2014-12-07T18:04:24
1205	6	2014-12-07T18:04:24
1206	6	2014-12-07T18:04:24
1207	6	2014-12-07T18:04:24
1208	6	2014-12-07T18:04:24
1209	6	2014-12-07T18:04:24
1210	6	2014-12-07T18:04:24
1211	6	2014-12-07T18:06:24
1212	0	2014-12-07T18:16:28
1213	5	2014-12-07T18:24:40
1214	6	2014-12-07T18:42:07
1215	6	2014-12-07T18:50:33
1216	6	2014-12-07T18:51:48
1217	6	2014-12-07T19:42:06
1218	6	2014-12-07T19:51:32
1219	6	2014-12-07T20:04:29
1220	6	2014-12-07T20:06:26
1221	0	2014-12-07T20:19:46
1222	6	2014-12-07T20:20:40
1223	6	2014-12-07T20:47:12
1224	6	2014-12-07T20:52:17
1225	6	2014-12-07T20:56:16
1226	1	2014-12-07T21:00:28
1227	6	2014-12-07T21:07:06
1228	1	2014-12-07T21:07:54
1229	6	2014-12-07T21:09:57
1230	1	2014-12-07T21:23:19
1231	6	2014-12-07T21:39:05
1232	6	2014-12-07T21:28:39
1233	6	2014-12-07T21:40:49
1234	6	2014-12-07T22:09:34
1235	1	2014-12-07T22:16:53
1236	1	2014-12-07T22:16:53
1237	6	2014-12-07T22:24:57
1238	6	2014-12-07T22:50:52
1239	1	2014-12-07T23:14:56
1240	1	2014-12-07T23:15:58
1241	6	2014-12-07T23:18:58
1242	6	2014-12-07T23:19:22
1243	6	2014-12-07T23:21:10
1244	6	2014-12-07T23:21:10
1245	6	2014-12-08T00:37:17
1246	6	2014-12-08T00:40:27
1247	0	2014-12-08T01:59:31
1248	6	2014-12-08T02:07:20
1249	6	2014-12-08T05:34:27
1250	1	2014-12-08T05:43:51
1251	6	2014-12-08T08:32:11
1252	6	2014-12-08T08:50:13
1253	0	2014-12-08T09:30:03
1254	7	2014-12-08T09:31:38
1255	7	2014-12-08T09:32:14
1256	7	2014-12-08T10:00:24
1257	0	2014-12-08T10:05:39
1258	7	2014-12-08T10:12:12
1259	7	2014-12-08T10:12:12
1260	7	2014-12-08T10:14:30
1261	1	2014-12-08T10:15:40
1262	1	2014-12-08T10:15:40
1263	7	2014-12-08T10:25:51
1264	7	2014-12-08T10:26:45
1265	7	2014-12-08T10:28:50
1266	7	2014-12-08T10:28:54
1267	7	2014-12-08T10:48:41
1268	7	2014-12-08T10:49:33
1269	7	2014-12-08T10:50:16
1270	7	2014-12-08T10:50:23
1271	7	2014-12-08T11:00:12
1272	7	2014-12-08T11:07:12
1273	7	2014-12-08T11:08:23
1274	7	2014-12-08T11:09:24
1275	7	2014-12-08T11:12:09
1276	7	2014-12-08T11:14:57
1277	7	2014-12-08T11:19:49
1278	7	2014-12-08T11:21:40
1279	7	2014-12-08T11:21:40
1280	7	2014-12-08T11:29:35
1281	7	2014-12-08T11:32:54
1282	2	2014-12-08T11:33:48
1283	2	2014-12-08T11:33:48
1284	5	2014-12-08T11:36:07
1285	5	2014-12-08T11:36:07
1286	7	2014-12-08T11:43:06
1287	7	2014-12-08T11:54:10
1288	0	2014-12-08T12:03:46
1289	5	2014-12-08T12:11:57
1290	1	2014-12-08T12:14:14
1291	1	2014-12-08T12:19:20
1292	7	2014-12-08T12:22:37
1293	7	2014-12-08T12:30:32
1294	7	2014-12-08T12:41:30
1295	7	2014-12-08T12:43:00
1296	7	2014-12-08T12:45:08
1297	4	2014-12-08T12:53:45
1298	1	2014-12-08T12:57:59
1299	0	2014-12-08T13:04:53
1300	1	2014-12-08T13:08:26
1301	0	2014-12-08T13:14:31
1302	1	2014-12-08T13:22:59
1303	7	2014-12-08T13:32:20
1304	7	2014-12-08T13:37:10
1305	7	2014-12-08T13:51:00
1306	0	2014-12-08T13:51:52
1307	5	2014-12-08T13:53:46
1308	7	2014-12-08T13:58:20
1309	7	2014-12-08T14:06:43
1310	7	2014-12-08T14:12:41
1311	6	2014-12-08T14:12:47
1312	7	2014-12-08T14:17:19
1313	7	2014-12-08T14:17:57
1314	7	2014-12-08T15:01:13
1315	7	2014-12-08T14:39:18
1316	7	2014-12-08T14:57:24
1317	0	2014-12-08T15:12:22
1318	7	2014-12-08T15:28:58
1319	7	2014-12-08T15:32:26
1320	4	2014-12-08T15:33:44
1321	1	2014-12-08T15:55:29
1322	2	2014-12-08T16:06:45
1323	7	2014-12-08T16:39:04
1324	7	2014-12-08T17:05:43
1325	7	2014-12-08T17:10:54
1326	7	2014-12-08T17:14:51
1327	7	2014-12-08T17:20:19
1328	4	2014-12-08T17:21:53
1329	4	2014-12-08T17:21:53
1330	7	2014-12-08T18:12:18
1331	7	2014-12-08T18:19:18
1332	7	2014-12-08T18:32:36
1333	0	2014-12-08T18:49:22
1334	1	2014-12-08T18:55:27
1335	7	2014-12-08T18:57:12
1336	7	2014-12-08T19:06:13
1337	1	2014-12-08T19:11:50
1338	7	2014-12-08T19:21:29
1339	7	2014-12-08T19:28:07
1340	7	2014-12-08T19:32:00
1341	0	2014-12-08T20:03:02
1342	0	2014-12-08T20:11:06
1343	0	2014-12-08T20:44:38
1344	0	2014-12-08T21:27:53
1345	7	2014-12-08T22:14:03
1346	7	2014-12-08T22:16:29
1347	0	2014-12-08T22:29:21
1348	6	2014-12-08T22:29:24
1349	7	2014-12-08T22:37:42
1350	7	2014-12-08T22:37:42
1351	7	2014-12-08T23:16:11
1352	1	2014-12-08T22:40:29
1353	0	2014-12-08T22:41:56
1354	7	2014-12-08T22:54:44
1355	7	2014-12-08T23:43:13
1356	7	2014-12-09T00:11:04
1357	7	2014-12-09T04:34:45
1358	7	2014-12-09T07:30:23
1359	7	2014-12-09T08:06:41
1360	1	2014-12-09T08:43:59
1361	1	2014-12-09T09:12:56
1362	7	2014-12-09T09:14:15
1363	7	2014-12-09T09:20:47
1364	1	2014-12-09T10:47:54
1365	7	2014-12-09T12:17:36
1366	7	2014-12-09T12:33:22
1367	7	2014-12-09T12:56:34
1368	7	2014-12-09T12:57:23
1369	7	2014-12-09T14:31:50
1370	0	2014-12-09T14:34:42
1371	7	2014-12-09T14:35:47
1372	6	2014-12-09T14:36:36
1373	2	2014-12-09T15:23:56
1374	7	2014-12-09T15:45:17
1375	4	2014-12-09T17:52:59
1376	7	2014-12-09T17:54:39
1377	7	2014-12-09T17:55:32
1378	7	2014-12-09T17:58:30
1379	7	2014-12-09T17:58:37
1380	7	2014-12-09T17:59:02
1381	7	2014-12-09T17:59:04
1382	7	2014-12-09T17:59:24
1383	2	2014-12-09T17:59:59
1384	7	2014-12-09T18:00:26
1385	7	2014-12-09T18:00:27
1386	7	2014-12-09T18:00:33
1387	7	2014-12-09T18:00:35
1388	7	2014-12-09T18:00:55
1389	1	2014-12-09T18:01:13
1390	1	2014-12-09T18:01:15
1391	4	2014-12-09T18:01:24
1392	1	2014-12-09T18:01:43
1393	7	2014-12-09T18:02:22
1394	1	2014-12-09T18:02:38
1395	7	2014-12-09T18:03:13
1396	1	2014-12-09T18:03:35
1397	2	2014-12-09T18:04:16
1398	7	2014-12-09T18:04:30
1399	5	2014-12-09T18:04:34
1400	7	2014-12-09T18:05:01
1401	7	2014-12-09T18:05:02
1402	7	2014-12-09T18:05:18
1403	6	2014-12-09T18:05:18
1404	1	2014-12-09T18:05:21
1405	7	2014-12-09T18:05:32
1406	7	2014-12-09T18:05:33
1407	7	2014-12-09T18:05:36
1408	0	2014-12-09T18:05:37
1409	5	2014-12-09T18:05:40
1410	7	2014-12-09T18:05:46
1411	0	2014-12-09T18:06:05
1412	7	2014-12-09T18:06:06
1413	0	2014-12-09T18:06:12
1414	7	2014-12-09T18:06:16
1415	6	2014-12-09T18:06:18
1416	5	2014-12-09T18:06:38
1417	1	2014-12-09T18:06:46
1418	7	2014-12-09T18:06:46
1419	0	2014-12-09T18:06:57
1420	7	2014-12-09T18:07:08
1421	1	2014-12-09T18:07:21
1422	4	2014-12-09T18:07:30
1423	7	2014-12-09T18:07:36
1424	7	2014-12-09T18:07:37
1425	7	2014-12-09T18:07:38
1426	1	2014-12-09T18:07:38
1427	7	2014-12-09T18:07:39
1428	1	2014-12-09T18:07:53
1429	4	2014-12-09T18:08:00
1430	7	2014-12-09T18:08:02
1431	1	2014-12-09T18:08:03
1432	7	2014-12-09T18:08:08
1433	7	2014-12-09T18:08:11
1434	7	2014-12-09T18:08:22
1435	0	2014-12-09T18:08:24
1436	7	2014-12-09T18:08:27
1437	0	2014-12-09T18:08:30
1438	1	2014-12-09T18:08:30
1439	7	2014-12-09T18:08:32
1440	5	2014-12-09T18:08:34
1441	7	2014-12-09T18:08:35
1442	0	2014-12-09T18:08:37
1443	7	2014-12-09T18:08:37
1444	7	2014-12-09T18:08:37
1445	0	2014-12-09T18:08:39
1446	7	2014-12-09T18:08:40
1447	7	2014-12-09T18:08:41
1448	7	2014-12-09T18:08:43
1449	7	2014-12-09T18:08:47
1450	7	2014-12-09T18:08:53
1451	7	2014-12-09T18:09:03
1452	7	2014-12-09T18:09:06
1453	7	2014-12-09T18:09:20
1454	5	2014-12-09T18:09:25
1455	7	2014-12-09T18:09:31
1456	7	2014-12-09T18:10:14
1457	7	2014-12-09T18:09:37
1458	7	2014-12-09T18:09:41
1459	7	2014-12-09T18:09:47
1460	7	2014-12-09T18:09:48
1461	7	2014-12-09T18:09:50
1462	7	2014-12-09T18:09:54
1463	7	2014-12-09T18:10:05
1464	7	2014-12-09T18:10:12
1465	7	2014-12-09T18:10:17
1466	1	2014-12-09T18:10:20
1467	0	2014-12-09T18:10:31
1468	7	2014-12-09T18:10:50
1469	1	2014-12-09T18:10:54
1470	1	2014-12-09T18:10:55
1471	7	2014-12-09T18:10:59
1472	7	2014-12-09T18:11:03
1473	7	2014-12-09T18:11:12
1474	7	2014-12-09T18:11:12
1475	7	2014-12-09T18:11:13
1476	7	2014-12-09T18:11:17
1477	7	2014-12-09T18:11:19
1478	5	2014-12-09T18:11:22
1479	7	2014-12-09T18:11:25
1480	7	2014-12-09T18:11:26
1481	7	2014-12-09T18:11:30
1482	0	2014-12-09T18:11:33
1483	7	2014-12-09T18:11:38
1484	7	2014-12-09T18:11:40
1485	7	2014-12-09T18:11:40
1486	6	2014-12-09T18:33:44
1487	7	2014-12-09T18:11:50
1488	7	2014-12-09T18:11:51
1489	1	2014-12-09T18:11:54
1490	0	2014-12-09T18:12:15
1491	7	2014-12-09T18:12:27
1492	7	2014-12-09T18:12:28
1493	7	2014-12-09T18:12:35
1494	7	2014-12-09T18:12:48
1495	7	2014-12-09T18:12:54
1496	7	2014-12-09T18:13:07
1497	0	2014-12-09T18:13:11
1498	0	2014-12-09T18:13:19
1499	5	2014-12-09T18:13:38
1500	0	2014-12-09T18:13:43
1501	7	2014-12-09T18:13:43
1502	6	2014-12-09T18:13:48
1503	7	2014-12-09T18:13:56
1504	7	2014-12-09T18:13:59
1505	1	2014-12-09T18:14:08
1506	7	2014-12-09T18:14:09
1507	7	2014-12-09T18:14:10
1508	0	2014-12-09T18:14:17
1509	7	2014-12-09T18:14:19
1510	7	2014-12-09T18:14:19
1511	7	2014-12-09T18:14:22
1512	7	2014-12-09T18:14:28
1513	5	2014-12-09T18:14:29
1514	7	2014-12-09T18:14:29
1515	7	2014-12-09T18:14:33
1516	7	2014-12-09T18:14:35
1517	7	2014-12-09T18:14:38
1518	7	2014-12-09T18:14:56
1519	7	2014-12-09T18:14:58
1520	7	2014-12-09T18:14:59
1521	0	2014-12-09T18:15:03
1522	1	2014-12-09T18:15:04
1523	5	2014-12-09T18:15:05
1524	7	2014-12-09T18:15:09
1525	0	2014-12-09T18:15:19
1526	7	2014-12-09T18:15:20
1527	7	2014-12-09T18:15:22
1528	7	2014-12-09T18:15:23
1529	7	2014-12-09T18:15:25
1530	7	2014-12-09T18:15:31
1531	7	2014-12-09T18:18:42
1532	1	2014-12-09T18:15:43
1533	7	2014-12-09T18:15:43
1534	7	2014-12-09T18:15:49
1535	1	2014-12-09T18:15:49
1536	7	2014-12-09T18:15:52
1537	0	2014-12-09T18:15:56
1538	7	2014-12-09T18:16:13
1539	5	2014-12-09T18:16:13
1540	7	2014-12-09T18:16:13
1541	7	2014-12-09T18:16:18
1542	4	2014-12-09T18:16:23
1543	0	2014-12-09T18:16:30
1544	7	2014-12-09T18:16:33
1545	7	2014-12-09T18:16:37
1546	7	2014-12-09T18:16:39
1547	5	2014-12-09T18:16:41
1548	5	2014-12-09T18:16:42
1549	7	2014-12-09T18:16:44
1550	6	2014-12-09T18:16:48
1551	7	2014-12-09T18:16:50
1552	0	2014-12-09T18:16:56
1553	7	2014-12-09T18:16:56
1554	7	2014-12-09T18:16:56
1555	7	2014-12-09T18:16:59
1556	7	2014-12-09T18:17:00
1557	7	2014-12-09T18:17:00
1558	7	2014-12-09T18:17:11
1559	7	2014-12-09T18:17:19
1560	7	2014-12-09T18:17:21
1561	7	2014-12-09T18:17:27
1562	5	2014-12-09T18:17:29
1563	7	2014-12-09T18:17:34
1564	5	2014-12-09T18:17:35
1565	7	2014-12-09T18:17:37
1566	7	2014-12-09T18:17:42
1567	5	2014-12-09T18:17:42
1568	7	2014-12-09T18:17:43
1569	7	2014-12-09T18:17:46
1570	7	2014-12-09T18:18:04
1571	6	2014-12-09T18:18:11
1572	7	2014-12-09T18:18:14
1573	1	2014-12-09T18:18:17
1574	5	2014-12-09T18:18:17
1575	7	2014-12-09T18:18:22
1576	7	2014-12-09T18:18:25
1577	7	2014-12-09T18:18:29
1578	7	2014-12-09T18:18:35
1579	7	2014-12-09T18:18:47
1580	0	2014-12-09T18:18:49
1581	7	2014-12-09T18:18:57
1582	7	2014-12-09T18:18:58
1583	7	2014-12-09T18:19:07
1584	7	2014-12-09T18:19:41
1585	0	2014-12-09T18:19:49
1586	7	2014-12-09T18:19:53
1587	7	2014-12-09T18:20:09
1588	0	2014-12-09T18:20:10
1589	0	2014-12-09T18:20:12
1590	7	2014-12-09T18:20:18
1591	7	2014-12-09T18:20:24
1592	7	2014-12-09T18:20:31
1593	3	2014-12-09T18:20:37
1594	7	2014-12-09T18:20:41
1595	1	2014-12-09T18:20:58
1596	7	2014-12-09T18:21:11
1597	7	2014-12-09T18:21:13
1598	7	2014-12-09T18:21:19
1599	2	2014-12-09T18:21:27
1600	7	2014-12-09T18:21:34
1601	7	2014-12-09T18:21:35
1602	7	2014-12-09T18:21:55
1603	7	2014-12-09T18:21:59
1604	7	2014-12-09T18:22:16
1605	7	2014-12-09T18:22:25
1606	1	2014-12-09T18:22:42
1607	7	2014-12-09T18:22:41
