ntwort ID	Datum Abgeschickt	Letzte Seite	Datum gestartet
536		1	2013-12-24T09:56:10
537	2013-12-24T10:11:19	6	2013-12-24T09:59:59
540		1	2013-12-24T10:25:49
539	2013-12-24T10:38:50	6	2013-12-24T10:22:20
541	2013-12-24T10:46:54	6	2013-12-24T10:27:14
542	2013-12-24T10:53:27	6	2013-12-24T10:29:56
543		1	2013-12-24T10:34:17
544	2013-12-24T10:47:22	6	2013-12-24T10:34:41
545		1	2013-12-24T10:36:53
546	2013-12-24T10:55:20	6	2013-12-24T10:43:09
547	2013-12-24T11:08:19	6	2013-12-24T10:45:17
548	2013-12-24T11:17:02	6	2013-12-24T11:00:21
549	2013-12-24T11:19:45	6	2013-12-24T11:12:53
550	2013-12-24T11:25:51	6	2013-12-24T11:17:17
551		0	2013-12-24T11:17:48
552	2013-12-24T11:29:03	6	2013-12-24T11:18:46
553	2013-12-24T11:38:10	6	2013-12-24T11:19:33
554		0	2013-12-24T11:22:24
555	2013-12-24T11:35:53	6	2013-12-24T11:25:48
556	2013-12-24T11:41:05	6	2013-12-24T11:28:29
557	2013-12-24T11:40:23	6	2013-12-24T11:30:00
558	2013-12-24T11:47:01	6	2013-12-24T11:35:17
559	2013-12-24T11:50:25	6	2013-12-24T11:41:56
560		5	2013-12-24T11:43:46
561	2013-12-24T12:09:48	6	2013-12-24T11:53:04
562		5	2013-12-24T11:58:45
563	2013-12-24T12:24:48	6	2013-12-24T12:00:07
564	2013-12-24T12:12:35	6	2013-12-24T12:00:46
565	2013-12-24T12:13:37	6	2013-12-24T12:02:51
566	2013-12-24T12:24:04	6	2013-12-24T12:03:23
567	2013-12-24T12:17:55	6	2013-12-24T12:05:26
568	2013-12-24T12:25:35	6	2013-12-24T12:06:14
569	2013-12-24T12:18:47	6	2013-12-24T12:06:39
570		0	2013-12-24T12:07:49
571	2013-12-24T12:23:20	6	2013-12-24T12:08:30
572	2013-12-24T12:25:24	6	2013-12-24T12:09:22
573	2013-12-24T12:28:01	6	2013-12-24T12:10:02
574		0	2013-12-24T12:17:49
575		1	2013-12-24T12:25:54
576		0	2013-12-24T12:29:56
577	2013-12-24T12:49:25	6	2013-12-24T12:33:03
578		1	2013-12-24T12:34:26
579		1	2013-12-24T12:36:52
580	2013-12-24T12:47:43	6	2013-12-24T12:38:19
581	2013-12-24T13:01:42	6	2013-12-24T12:40:45
582	2013-12-24T13:07:06	6	2013-12-24T12:44:18
583	2013-12-24T12:57:35	6	2013-12-24T12:46:16
584		1	2013-12-24T12:47:16
585	2013-12-24T13:10:02	6	2013-12-24T12:51:16
586		1	2013-12-24T12:52:37
587	2013-12-24T13:07:13	6	2013-12-24T12:54:00
590	2013-12-24T13:24:04	6	2013-12-24T13:14:34
591	2013-12-24T13:28:00	6	2013-12-24T13:15:00
592		2	2013-12-24T13:23:27
593	2013-12-24T13:41:55	6	2013-12-24T13:24:38
594	2013-12-24T14:15:28	6	2013-12-24T13:39:24
595	2013-12-24T13:52:20	6	2013-12-24T13:40:48
596		1	2013-12-24T13:49:25
597	2013-12-24T14:02:17	6	2013-12-24T13:50:41
598	2013-12-24T14:23:10	6	2013-12-24T14:00:38
599	2013-12-24T14:38:20	6	2013-12-24T14:31:27
600	2013-12-24T14:59:39	6	2013-12-24T14:33:02
601	2013-12-24T14:48:27	6	2013-12-24T14:36:54
602	2013-12-24T15:53:41	6	2013-12-24T14:38:48
603	2013-12-24T14:55:28	6	2013-12-24T14:40:53
604		0	2013-12-24T14:43:05
605		0	2013-12-24T14:50:32
606	2013-12-24T15:03:39	6	2013-12-24T14:52:26
607		1	2013-12-24T15:07:07
608	2013-12-24T15:25:07	6	2013-12-24T15:11:32
609	2013-12-24T15:53:35	6	2013-12-24T15:29:58
610	2013-12-24T15:46:10	6	2013-12-24T15:31:15
613	2013-12-24T15:55:48	6	2013-12-24T15:37:34
612	2013-12-24T15:42:23	6	2013-12-24T15:32:35
614	2013-12-24T16:02:39	6	2013-12-24T15:43:41
615		1	2013-12-24T15:44:20
616	2013-12-24T16:04:39	6	2013-12-24T15:46:05
617	2013-12-24T16:31:44	6	2013-12-24T16:21:57
618	2013-12-24T17:13:24	6	2013-12-24T16:53:28
619		2	2013-12-24T16:54:43
620	2013-12-24T17:21:03	6	2013-12-24T16:59:49
621	2013-12-24T17:24:15	6	2013-12-24T17:10:14
622	2013-12-24T17:26:24	6	2013-12-24T17:11:39
623		1	2013-12-24T17:23:15
624	2013-12-24T18:07:59	6	2013-12-24T17:51:36
625	2013-12-24T18:29:36	6	2013-12-24T18:15:08
626	2013-12-24T18:26:42	6	2013-12-24T18:19:36
627	2013-12-24T18:51:20	6	2013-12-24T18:39:13
628		0	2013-12-24T19:34:41
629	2013-12-24T20:01:43	6	2013-12-24T19:48:42
630	2013-12-24T20:28:44	6	2013-12-24T20:04:34
631	2013-12-24T20:31:29	6	2013-12-24T20:12:11
632	2013-12-24T21:43:52	6	2013-12-24T21:27:12
633	2013-12-24T22:02:54	6	2013-12-24T21:53:07
634	2013-12-24T22:24:49	6	2013-12-24T22:13:11
635	2013-12-24T22:43:40	6	2013-12-24T22:21:14
636	2013-12-24T22:50:17	6	2013-12-24T22:36:28
637	2013-12-24T22:57:34	6	2013-12-24T22:39:56
638	2013-12-24T22:54:37	6	2013-12-24T22:40:38
639	2013-12-24T23:02:20	6	2013-12-24T22:46:58
640	2013-12-24T23:39:06	6	2013-12-24T23:15:57
641	2013-12-25T00:07:37	6	2013-12-24T23:46:51
642	2013-12-25T00:05:17	6	2013-12-24T23:52:09
643	2013-12-25T00:08:01	6	2013-12-24T23:55:13
644		0	2013-12-25T00:21:10
645	2013-12-25T00:57:03	6	2013-12-25T00:39:37
646	2013-12-25T00:52:39	6	2013-12-25T00:48:19
647		2	2013-12-25T01:14:22
648	2013-12-25T01:42:05	6	2013-12-25T01:24:12
649	2013-12-25T01:51:02	6	2013-12-25T01:37:38
650	2013-12-25T01:54:39	6	2013-12-25T01:40:38
651	2013-12-25T02:07:57	6	2013-12-25T01:52:34
652		1	2013-12-25T02:33:34
653	2013-12-25T03:38:25	6	2013-12-25T03:18:35
654		2	2013-12-25T03:55:22
655		0	2013-12-25T06:28:53
656	2013-12-25T07:34:45	6	2013-12-25T07:27:23
657		0	2013-12-25T07:28:22
658	2013-12-25T08:10:21	6	2013-12-25T07:56:38
659	2013-12-25T08:30:07	6	2013-12-25T08:14:56
660	2013-12-25T09:13:43	6	2013-12-25T09:04:49
661	2013-12-25T09:25:44	6	2013-12-25T09:13:31
662	2013-12-25T09:27:19	6	2013-12-25T09:19:02
663	2013-12-25T10:08:18	6	2013-12-25T09:48:07
665	2013-12-25T10:16:48	6	2013-12-25T10:00:01
666	2013-12-25T10:31:54	6	2013-12-25T10:13:39
667	2013-12-25T10:30:16	6	2013-12-25T10:18:44
668	2013-12-25T10:29:24	6	2013-12-25T10:20:28
669	2013-12-25T10:45:21	6	2013-12-25T10:36:13
670	2013-12-25T10:49:30	6	2013-12-25T10:39:32
671		0	2013-12-25T11:20:26
672	2013-12-25T11:58:21	6	2013-12-25T11:45:20
673	2013-12-25T12:23:14	6	2013-12-25T12:11:07
675	2013-12-25T13:18:54	6	2013-12-25T13:01:20
676		1	2013-12-25T13:04:12
677	2013-12-25T13:20:42	6	2013-12-25T13:10:42
678		0	2013-12-25T13:46:01
679		0	2013-12-25T14:04:04
680		0	2013-12-25T14:04:37
681	2013-12-25T14:18:44	6	2013-12-25T14:05:06
682	2013-12-25T14:16:29	6	2013-12-25T14:05:57
683	2013-12-25T14:31:47	6	2013-12-25T14:16:34
687	2013-12-25T15:34:11	6	2013-12-25T15:22:20
686	2013-12-25T15:36:24	6	2013-12-25T15:11:45
685	2013-12-25T15:18:00	6	2013-12-25T15:04:02
688	2013-12-25T16:11:56	6	2013-12-25T15:46:19
689	2013-12-25T16:53:00	6	2013-12-25T16:42:10
690	2013-12-25T16:55:39	6	2013-12-25T16:47:24
691	2013-12-25T17:33:37	6	2013-12-25T17:27:38
692		0	2013-12-25T17:34:35
693	2013-12-25T17:56:03	6	2013-12-25T17:36:35
694	2013-12-25T17:47:31	6	2013-12-25T17:41:52
695	2013-12-25T18:09:25	6	2013-12-25T17:53:33
696		0	2013-12-25T18:33:17
697	2013-12-25T18:45:40	6	2013-12-25T18:33:59
698		3	2013-12-25T18:39:08
700	2013-12-25T19:41:44	6	2013-12-25T19:15:35
701	2013-12-25T20:00:03	6	2013-12-25T19:36:51
702	2013-12-25T19:52:29	6	2013-12-25T19:45:17
703	2013-12-25T20:07:12	6	2013-12-25T19:52:29
704	2013-12-25T20:16:46	6	2013-12-25T19:53:00
705	2013-12-25T20:12:17	6	2013-12-25T20:00:25
706	2013-12-25T20:28:36	6	2013-12-25T20:12:13
707	2013-12-25T21:03:08	6	2013-12-25T20:50:16
708	2013-12-25T21:28:16	6	2013-12-25T21:27:44
709		0	2013-12-25T21:51:53
710	2013-12-25T23:12:19	6	2013-12-25T22:57:43
711	2013-12-26T00:14:52	6	2013-12-26T00:00:37
712	2013-12-26T01:11:58	6	2013-12-26T01:02:18
713	2013-12-26T01:43:09	6	2013-12-26T01:30:57
714	2013-12-26T01:49:27	6	2013-12-26T01:35:42
719	2013-12-26T03:10:03	6	2013-12-26T02:59:08
716	2013-12-26T02:11:55	6	2013-12-26T02:03:05
718	2013-12-26T03:20:41	6	2013-12-26T02:58:57
720	2013-12-26T03:36:40	6	2013-12-26T03:20:14
721	2013-12-26T06:56:36	6	2013-12-26T06:45:32
722	2013-12-26T09:20:26	6	2013-12-26T09:08:39
724	2013-12-26T10:37:12	6	2013-12-26T10:23:52
725	2013-12-26T11:37:22	6	2013-12-26T11:27:54
726	2013-12-26T11:47:01	6	2013-12-26T11:28:24
727	2013-12-26T12:03:24	6	2013-12-26T11:37:07
728	2013-12-26T11:44:48	6	2013-12-26T11:37:41
729	2013-12-26T11:47:57	6	2013-12-26T11:39:23
730		0	2013-12-26T11:46:19
731	2013-12-26T11:54:39	6	2013-12-26T11:47:00
732		0	2013-12-26T11:47:02
733		1	2013-12-26T11:47:20
734	2013-12-26T11:56:31	6	2013-12-26T11:48:32
735	2013-12-26T12:05:21	6	2013-12-26T11:49:35
736	2013-12-26T11:58:09	6	2013-12-26T11:50:43
737	2013-12-26T12:05:47	6	2013-12-26T12:02:26
738	2013-12-26T12:49:31	6	2013-12-26T12:02:56
739		1	2013-12-26T12:05:40
740		0	2013-12-26T12:06:38
741	2013-12-26T12:22:39	6	2013-12-26T12:10:58
742	2013-12-26T12:28:27	6	2013-12-26T12:14:49
743	2013-12-26T12:22:42	6	2013-12-26T12:16:07
744	2013-12-26T12:27:00	6	2013-12-26T12:20:54
747	2013-12-26T12:54:40	6	2013-12-26T12:44:29
746		2	2013-12-26T12:32:12
748		0	2013-12-26T12:57:02
750	2013-12-26T13:16:42	6	2013-12-26T13:03:59
751		1	2013-12-26T13:05:06
752	2013-12-26T13:36:44	6	2013-12-26T13:08:12
753	2013-12-26T13:36:56	6	2013-12-26T13:21:39
754	2013-12-26T13:35:52	6	2013-12-26T13:27:24
755		1	2013-12-26T13:28:03
758	2013-12-26T14:13:12	6	2013-12-26T14:01:20
757		0	2013-12-26T13:33:00
759	2013-12-26T14:22:04	6	2013-12-26T14:12:28
760	2013-12-26T14:22:09	6	2013-12-26T14:12:37
761	2013-12-26T14:53:50	6	2013-12-26T14:31:19
762		0	2013-12-26T14:48:18
763	2013-12-26T15:06:42	6	2013-12-26T14:49:20
764	2013-12-26T15:11:02	6	2013-12-26T14:53:24
765		1	2013-12-26T15:08:06
766	2013-12-26T16:17:25	6	2013-12-26T15:56:48
767		0	2013-12-26T16:05:50
768	2013-12-26T16:21:47	6	2013-12-26T16:07:08
769	2013-12-26T16:24:49	6	2013-12-26T16:21:56
770		0	2013-12-26T16:27:18
771	2013-12-26T16:52:24	6	2013-12-26T16:42:11
772		5	2013-12-26T16:52:24
773		2	2013-12-26T17:02:49
774	2013-12-26T17:47:30	6	2013-12-26T17:41:00
775	2013-12-26T17:48:40	6	2013-12-26T17:41:53
776	2013-12-26T18:04:47	6	2013-12-26T17:46:34
777		2	2013-12-26T17:55:24
778		1	2013-12-26T18:31:15
779	2013-12-26T18:43:30	6	2013-12-26T18:39:12
780		1	2013-12-26T18:54:24
781	2013-12-26T19:10:17	6	2013-12-26T18:58:01
782	2013-12-26T19:13:08	6	2013-12-26T19:01:12
783	2013-12-26T19:12:22	6	2013-12-26T19:05:46
784	2013-12-26T19:29:55	6	2013-12-26T19:23:29
785	2013-12-26T19:46:05	6	2013-12-26T19:31:43
786	2013-12-26T19:51:11	6	2013-12-26T19:35:56
787	2013-12-26T19:51:53	6	2013-12-26T19:44:03
788		5	2013-12-26T19:52:13
789		1	2013-12-26T20:26:55
790		1	2013-12-26T21:03:53
791		1	2013-12-26T21:18:37
792	2013-12-26T21:49:49	6	2013-12-26T21:40:51
793		1	2013-12-26T21:46:24
794	2013-12-26T22:04:53	6	2013-12-26T21:53:55
795	2013-12-26T22:37:25	6	2013-12-26T22:10:36
796	2013-12-26T22:19:14	6	2013-12-26T22:13:24
797	2013-12-26T22:38:45	6	2013-12-26T22:32:30
798		1	2013-12-27T00:21:12
799	2013-12-27T01:18:41	6	2013-12-27T01:11:29
800	2013-12-27T03:18:04	6	2013-12-27T02:56:31
801	2013-12-27T05:46:01	6	2013-12-27T05:37:39
802	2013-12-27T09:46:31	6	2013-12-27T08:34:02
803	2013-12-27T10:00:11	6	2013-12-27T09:51:11
804	2013-12-27T11:58:15	6	2013-12-27T10:38:29
805	2013-12-27T11:19:19	6	2013-12-27T11:04:09
806	2013-12-27T12:57:42	6	2013-12-27T12:43:43
807	2013-12-27T13:01:46	6	2013-12-27T12:53:51
808		5	2013-12-27T14:25:12
809	2013-12-27T15:07:13	6	2013-12-27T14:52:57
810	2013-12-27T16:08:49	6	2013-12-27T15:59:32
811		2	2013-12-27T16:32:51
812		0	2013-12-27T17:08:24
813	2013-12-27T17:32:48	6	2013-12-27T17:22:23
814		0	2013-12-27T18:10:30
815		1	2013-12-27T18:35:45
816	2013-12-27T18:53:02	6	2013-12-27T18:36:55
817	2013-12-27T18:54:33	6	2013-12-27T18:42:35
818	2013-12-27T18:56:36	6	2013-12-27T18:43:58
819	2013-12-27T18:59:32	6	2013-12-27T18:44:05
820	2013-12-27T18:59:48	6	2013-12-27T18:53:27
821	2013-12-27T19:15:32	6	2013-12-27T18:56:33
822		5	2013-12-27T19:11:41
823	2013-12-27T19:32:44	6	2013-12-27T19:23:53
824	2013-12-27T19:44:14	6	2013-12-27T19:32:46
825	2013-12-27T19:44:34	6	2013-12-27T19:35:34
826	2013-12-27T20:17:30	6	2013-12-27T19:37:55
827	2013-12-27T19:54:03	6	2013-12-27T19:39:18
828	2013-12-27T20:00:52	6	2013-12-27T19:47:01
829		2	2013-12-27T19:48:54
830		0	2013-12-27T19:56:34
831		0	2013-12-27T20:06:58
832	2013-12-27T20:34:01	6	2013-12-27T20:21:31
833	2013-12-27T20:32:58	6	2013-12-27T20:27:25
834	2013-12-27T20:48:45	6	2013-12-27T20:39:10
835	2013-12-27T21:09:17	6	2013-12-27T20:41:50
836	2013-12-27T20:55:01	6	2013-12-27T20:42:15
837	2013-12-27T20:58:29	6	2013-12-27T20:45:48
838	2013-12-27T21:33:16	6	2013-12-27T21:24:39
839		0	2013-12-27T21:45:02
840		0	2013-12-27T22:07:30
841	2013-12-27T22:21:00	6	2013-12-27T22:10:56
842	2013-12-27T22:43:58	6	2013-12-27T22:38:01
843	2013-12-27T23:26:47	6	2013-12-27T23:15:41
844	2013-12-27T23:33:04	6	2013-12-27T23:17:25
845		2	2013-12-27T23:22:40
846	2013-12-27T23:37:49	6	2013-12-27T23:25:06
847	2013-12-28T00:03:32	6	2013-12-27T23:45:10
848		1	2013-12-28T00:49:19
849	2013-12-28T01:21:03	6	2013-12-28T01:08:12
851	2013-12-28T02:28:01	6	2013-12-28T01:58:41
852	2013-12-28T02:19:51	6	2013-12-28T02:06:48
853	2013-12-28T03:01:29	6	2013-12-28T02:49:16
854		1	2013-12-28T03:37:04
855	2013-12-28T04:44:10	6	2013-12-28T04:34:18
856	2013-12-28T06:55:43	6	2013-12-28T06:25:14
857	2013-12-28T09:58:46	6	2013-12-28T09:47:03
858	2013-12-28T10:43:46	6	2013-12-28T10:31:06
859	2013-12-28T10:43:38	6	2013-12-28T10:34:14
860	2013-12-28T11:44:47	6	2013-12-28T11:32:08
861	2013-12-28T11:57:56	6	2013-12-28T11:42:11
862		0	2013-12-28T11:47:10
863	2013-12-28T12:34:54	6	2013-12-28T12:20:24
864	2013-12-28T13:05:41	6	2013-12-28T12:58:40
865	2013-12-28T13:18:06	6	2013-12-28T13:00:43
866	2013-12-28T13:31:09	6	2013-12-28T13:15:08
867	2013-12-28T13:48:41	6	2013-12-28T13:32:05
868	2013-12-28T14:22:07	6	2013-12-28T13:53:49
869	2013-12-28T14:12:02	6	2013-12-28T14:00:29
870	2013-12-28T14:25:15	6	2013-12-28T14:05:43
871	2013-12-28T14:54:31	6	2013-12-28T14:29:09
872	2013-12-28T14:54:56	6	2013-12-28T14:30:02
873		2	2013-12-28T14:37:50
874	2013-12-28T14:48:34	6	2013-12-28T14:39:38
875	2013-12-28T15:00:52	6	2013-12-28T14:50:04
876	2013-12-28T15:07:07	6	2013-12-28T14:51:19
877	2013-12-28T15:09:01	6	2013-12-28T14:52:37
878	2013-12-28T15:14:09	6	2013-12-28T14:56:46
879	2013-12-28T15:24:48	6	2013-12-28T15:11:02
880	2013-12-28T15:26:27	6	2013-12-28T15:15:13
881	2013-12-28T15:31:43	6	2013-12-28T15:20:58
882	2013-12-28T15:48:45	6	2013-12-28T15:36:20
883	2013-12-28T16:36:19	6	2013-12-28T15:53:58
884	2013-12-28T16:17:28	6	2013-12-28T16:06:26
885	2013-12-28T16:28:53	6	2013-12-28T16:18:09
886	2013-12-28T16:31:39	6	2013-12-28T16:20:54
887	2013-12-28T16:33:35	6	2013-12-28T16:23:42
888	2013-12-28T16:56:20	6	2013-12-28T16:46:50
889	2013-12-28T17:30:29	6	2013-12-28T17:16:37
890	2013-12-28T18:11:33	6	2013-12-28T17:26:04
891		0	2013-12-28T17:27:46
892	2013-12-28T17:37:25	6	2013-12-28T17:28:14
893	2013-12-28T17:38:10	6	2013-12-28T17:31:30
894	2013-12-28T18:06:48	6	2013-12-28T17:54:14
895	2013-12-28T18:12:47	6	2013-12-28T18:00:10
896	2013-12-28T18:31:24	6	2013-12-28T18:11:32
897	2013-12-28T18:35:13	6	2013-12-28T18:27:04
898	2013-12-28T18:37:36	6	2013-12-28T18:29:41
899		2	2013-12-28T18:39:26
900	2013-12-28T18:54:07	6	2013-12-28T18:43:22
901	2013-12-28T19:40:42	6	2013-12-28T18:44:35
902		2	2013-12-28T19:17:54
903	2013-12-28T19:36:02	6	2013-12-28T19:26:25
904	2013-12-28T21:55:36	6	2013-12-28T21:35:01
905	2013-12-28T22:50:43	6	2013-12-28T22:00:23
906	2013-12-28T22:26:24	6	2013-12-28T22:13:42
907	2013-12-28T22:48:03	6	2013-12-28T22:16:00
908	2013-12-28T22:57:15	6	2013-12-28T22:47:27
909	2013-12-28T23:12:11	6	2013-12-28T23:02:46
910	2013-12-28T23:40:12	6	2013-12-28T23:29:08
912	2013-12-29T00:03:02	6	2013-12-28T23:39:17
913	2013-12-29T01:20:29	6	2013-12-29T01:06:45
914	2013-12-29T01:25:05	6	2013-12-29T01:08:21
915		1	2013-12-29T01:16:34
916	2013-12-29T01:50:16	6	2013-12-29T01:37:03
917	2013-12-29T02:09:05	6	2013-12-29T01:56:11
918	2013-12-29T03:13:36	6	2013-12-29T02:15:50
919	2013-12-29T03:05:48	6	2013-12-29T02:58:24
920	2013-12-29T04:39:33	6	2013-12-29T04:24:50
921	2013-12-29T09:02:21	6	2013-12-29T08:54:26
922	2013-12-29T09:36:25	6	2013-12-29T09:26:38
923		1	2013-12-29T10:19:18
924		1	2013-12-29T10:37:21
925	2013-12-29T11:05:09	6	2013-12-29T10:53:54
926	2013-12-29T11:20:43	6	2013-12-29T11:06:53
927		1	2013-12-29T11:07:13
928	2013-12-29T11:26:09	6	2013-12-29T11:17:55
929	2013-12-29T11:57:35	6	2013-12-29T11:46:54
930	2013-12-29T13:38:03	6	2013-12-29T13:25:30
931		2	2013-12-29T13:26:53
932		2	2013-12-29T13:39:44
933		0	2013-12-29T14:36:01
934		0	2013-12-29T14:36:29
935	2013-12-29T14:57:15	6	2013-12-29T14:36:42
937	2013-12-29T15:16:59	6	2013-12-29T14:57:45
938	2013-12-29T15:14:16	6	2013-12-29T15:01:15
939	2013-12-29T15:58:44	6	2013-12-29T15:43:57
941	2013-12-29T17:05:57	6	2013-12-29T16:55:47
942		0	2013-12-29T17:13:37
943		0	2013-12-29T17:55:11
944	2013-12-29T18:13:26	6	2013-12-29T17:59:12
945		1	2013-12-29T18:07:35
946	2013-12-29T18:30:20	6	2013-12-29T18:23:41
947		1	2013-12-29T19:12:29
949		1	2013-12-29T19:37:00
950	2013-12-29T20:12:30	6	2013-12-29T19:55:23
951	2013-12-29T21:39:11	6	2013-12-29T21:31:11
952	2013-12-30T00:27:03	6	2013-12-30T00:08:17
953		0	2013-12-30T00:16:33
954	2013-12-30T00:33:49	6	2013-12-30T00:23:34
955		1	2013-12-30T00:56:21
956	2013-12-30T01:37:24	6	2013-12-30T01:24:08
957		0	2013-12-30T01:41:08
958	2013-12-30T02:06:46	6	2013-12-30T01:49:32
959	2013-12-30T03:04:58	6	2013-12-30T02:49:32
960		1	2013-12-30T06:47:29
961		0	2013-12-30T08:53:39
962	2013-12-30T09:42:58	6	2013-12-30T09:31:15
963	2013-12-30T10:09:58	6	2013-12-30T09:55:45
964	2013-12-30T10:37:01	6	2013-12-30T10:26:33
965	2013-12-30T10:46:27	6	2013-12-30T10:36:41
966		1	2013-12-30T10:49:40
967		1	2013-12-30T10:50:24
968	2013-12-30T12:46:30	6	2013-12-30T11:59:22
969	2013-12-30T12:27:40	6	2013-12-30T12:26:02
970	2013-12-30T12:58:08	6	2013-12-30T12:49:11
971	2013-12-30T13:26:30	6	2013-12-30T13:08:59
972	2013-12-30T13:27:14	6	2013-12-30T13:13:32
973	2013-12-30T13:35:02	6	2013-12-30T13:17:04
974		5	2013-12-30T14:01:04
975	2013-12-30T15:09:46	6	2013-12-30T14:37:19
976	2013-12-30T16:12:10	6	2013-12-30T15:55:15
977	2013-12-30T16:20:28	6	2013-12-30T16:03:26
978	2013-12-30T16:25:24	6	2013-12-30T16:07:40
979	2013-12-30T16:48:48	6	2013-12-30T16:40:57
980	2013-12-30T18:16:09	6	2013-12-30T18:06:03
981	2013-12-30T18:22:06	6	2013-12-30T18:07:50
982	2013-12-30T19:05:03	6	2013-12-30T18:55:52
984	2013-12-30T20:58:15	6	2013-12-30T20:30:38
985		0	2013-12-30T22:51:22
986		0	2013-12-30T23:20:58
987	2013-12-30T23:36:03	6	2013-12-30T23:27:58
988	2013-12-31T01:13:37	6	2013-12-31T01:04:26
989	2013-12-31T04:38:49	6	2013-12-31T04:30:11
990		0	2013-12-31T05:56:46
991	2013-12-31T07:58:02	6	2013-12-31T07:39:20
992	2013-12-31T10:05:03	6	2013-12-31T09:54:50
993	2013-12-31T10:45:55	6	2013-12-31T10:26:15
994	2013-12-31T11:08:31	6	2013-12-31T11:00:26
995		5	2013-12-31T11:09:44
996		1	2013-12-31T11:44:34
997	2013-12-31T12:59:36	6	2013-12-31T12:37:45
998	2013-12-31T13:53:21	6	2013-12-31T12:55:54
999		1	2013-12-31T15:06:26
1000	2013-12-31T16:32:11	6	2013-12-31T16:18:16
1001	2013-12-31T17:39:34	6	2013-12-31T17:23:11
1002	2013-12-31T20:25:04	6	2013-12-31T20:00:49
1003	2013-12-31T22:12:52	6	2013-12-31T22:02:39
1004	2013-12-31T22:30:33	6	2013-12-31T22:22:45
1005	2013-12-31T22:55:32	6	2013-12-31T22:43:56
1006		0	2013-12-31T22:51:43
1007	2013-12-31T23:56:27	6	2013-12-31T23:39:54
1008		0	2014-01-01T01:13:32
1009	2014-01-01T09:29:06	6	2014-01-01T09:19:09
1010		3	2014-01-01T10:40:48
1011		0	2014-01-01T13:09:55
1012	2014-01-01T14:22:44	6	2014-01-01T13:10:56
1013	2014-01-01T16:10:04	6	2014-01-01T15:55:46
1014	2014-01-01T16:15:27	6	2014-01-01T16:01:29
1015		1	2014-01-01T16:23:35
1016		5	2014-01-01T17:19:27
1017	2014-01-01T18:14:09	6	2014-01-01T18:01:37
1018	2014-01-01T19:37:13	6	2014-01-01T19:25:12
1019		0	2014-01-01T22:23:15
1020	2014-01-02T00:07:45	6	2014-01-01T23:12:57
1021	2014-01-01T23:46:21	6	2014-01-01T23:27:51
1022	2014-01-02T00:47:09	6	2014-01-02T00:38:54
1024		1	2014-01-02T07:33:22
1025		4	2014-01-02T08:44:13
1026	2014-01-02T10:54:38	6	2014-01-02T10:40:43
1027		1	2014-01-02T11:18:38
1028	2014-01-02T11:41:58	6	2014-01-02T11:38:48
1029	2014-01-02T12:11:21	6	2014-01-02T12:02:10
1030	2014-01-02T12:37:47	6	2014-01-02T12:16:37
1031	2014-01-02T13:47:32	6	2014-01-02T13:12:55
1032	2014-01-02T13:37:43	6	2014-01-02T13:28:42
1033		2	2014-01-02T14:26:36
1034		1	2014-01-02T15:23:04
1035	2014-01-02T17:43:38	6	2014-01-02T17:27:55
1036		0	2014-01-02T17:33:28
1037		0	2014-01-02T17:33:48
1038	2014-01-02T17:42:49	6	2014-01-02T17:34:14
1039	2014-01-02T20:22:24	6	2014-01-02T20:09:52
1040		0	2014-01-02T20:24:17
1041		2	2014-01-02T20:25:46
1042	2014-01-02T23:24:39	6	2014-01-02T23:13:27
1043		1	2014-01-03T01:36:05
1044		0	2014-01-03T03:05:23
1045	2014-01-03T07:20:43	6	2014-01-03T06:58:28
1046	2014-01-03T13:08:34	6	2014-01-03T12:59:18
1047	2014-01-03T14:30:38	6	2014-01-03T14:22:36
1048	2014-01-03T15:13:47	6	2014-01-03T15:01:32
1049		1	2014-01-03T15:22:41
1050		1	2014-01-03T15:46:57
1051	2014-01-03T16:03:29	6	2014-01-03T15:53:45
1052	2014-01-03T16:06:56	6	2014-01-03T15:56:49
1053		1	2014-01-03T16:22:15
1054	2014-01-03T16:34:50	6	2014-01-03T16:25:45
1055		2	2014-01-03T16:27:01
1056		1	2014-01-03T16:39:20
1057	2014-01-03T17:03:50	6	2014-01-03T16:52:22
1058	2014-01-03T17:06:03	6	2014-01-03T16:52:40
1059	2014-01-03T17:20:56	6	2014-01-03T17:05:49
1060	2014-01-03T17:21:55	6	2014-01-03T17:06:53
1061	2014-01-03T17:46:31	6	2014-01-03T17:36:53
1062	2014-01-03T18:05:56	6	2014-01-03T17:56:51
1063		0	2014-01-03T18:06:44
1064		0	2014-01-03T18:07:01
1065	2014-01-03T18:17:55	6	2014-01-03T18:07:04
1066	2014-01-03T18:19:56	6	2014-01-03T18:07:09
1067	2014-01-03T18:28:42	6	2014-01-03T18:19:11
1068		1	2014-01-03T18:32:51
1069		1	2014-01-03T18:55:24
1070		1	2014-01-03T19:13:36
1071		1	2014-01-03T19:17:45
1072	2014-01-03T19:45:15	6	2014-01-03T19:32:47
1073	2014-01-03T20:19:58	6	2014-01-03T20:07:16
1074	2014-01-03T20:47:35	6	2014-01-03T20:40:04
1075		1	2014-01-03T20:43:15
1076	2014-01-03T21:31:05	6	2014-01-03T21:14:08
1077	2014-01-03T21:50:32	6	2014-01-03T21:37:27
1078	2014-01-03T22:01:05	6	2014-01-03T21:52:14
1079	2014-01-03T22:35:22	6	2014-01-03T22:19:47
